RNA_Spot_ID,Y,X,in_mask,intensity,spot_width,sum_intensity,snr,background,in_cell,cell_mask_num,in_nuclei,in_cyto
1,171,1141,True,1109.0,11.7,369.8231292517007,19.176228751317588,248.87061403508773,1.0,1.0,1.0,0.0
2,196,1582,False,,,,,,,,,
3,205,1558,True,564.0,12.3,250.20793950850663,12.899930325135667,206.2171052631579,0.0,,,
4,210,1507,True,854.0,17.0,404.3862375138735,2.298916615546932,376.2456140350877,0.0,,,
5,224,1132,True,662.0,10.7,276.7055702917772,18.283766314955795,206.29605263157896,1.0,1.0,1.0,0.0
6,231,1221,True,444.0,12.4,224.97542533081287,9.433103459862778,186.55263157894737,0.0,,,
7,231,1259,True,341.0,11.7,224.2358276643991,5.150377552828823,182.66008771929825,0.0,,,
8,235,1513,True,989.0,11.1,361.0453514739229,14.218678154102683,265.51973684210526,0.0,,,
9,253,1254,True,1587.0,7.199999999999999,481.3502538071066,25.59172824719964,242.28508771929825,0.0,,,
10,273,1256,True,1126.0,10.4,460.7294429708223,14.88285434005918,313.8245614035088,1.0,3.0,1.0,0.0
11,280,1326,True,463.0,16.3,236.7369589345172,5.047677983976454,220.80921052631575,1.0,3.0,0.0,1.0
12,285,1547,True,2522.0,14.0,807.768352365416,5.150448313625216,551.890350877193,1.0,2.0,1.0,0.0
13,287,1539,True,2201.0,14.9,741.4823695345557,3.0284637687403064,611.875,1.0,2.0,1.0,0.0
14,290,1181,True,427.0,14.2,258.12693935119887,5.736200548997963,237.92763157894737,1.0,3.0,0.0,1.0
15,292,1260,True,1005.0,9.9,445.2586750788644,13.30211582932793,322.82894736842104,1.0,3.0,1.0,0.0
16,293,994,True,1009.0,10.9,379.87267904509287,16.38672969351432,275.17763157894734,1.0,4.0,1.0,0.0
17,301,1116,True,1329.0,8.8,434.2292490118577,32.92024619314168,251.51754385964912,0.0,,,
18,309,1527,True,1034.0,11.1,411.86394557823127,13.648299777543262,306.8333333333333,1.0,2.0,1.0,0.0
19,319,1192,True,1633.0,10.5,570.4403183023873,6.971664015120412,422.3201754385965,1.0,3.0,1.0,0.0
20,321,1206,True,1105.0,10.8,477.737400530504,3.947463669842537,378.3048245614035,1.0,3.0,1.0,0.0
21,324,936,True,421.0,8.55,265.8418972332016,6.146530837709136,223.8969298245614,1.0,5.0,0.0,1.0
22,329,1019,True,1402.0,9.8,520.6845425867508,17.699669782121237,353.55263157894734,1.0,4.0,1.0,0.0
23,330,1247,True,805.0,11.2,339.12471655328795,14.358677909479407,285.77412280701753,1.0,3.0,1.0,0.0
24,331,1181,True,1012.0,11.5,458.4807256235828,3.0071871596824176,380.72587719298247,0.0,,,
25,332,1160,True,766.0,9.2,332.86435331230285,15.327217041691728,276.4078947368421,0.0,,,
26,342,1105,True,1012.0,13.9,359.3556280587276,13.848282750293796,301.6030701754386,1.0,4.0,1.0,0.0
27,342,1430,True,384.0,7.6,273.96446700507613,7.356897414344522,188.47149122807016,0.0,,,
28,346,1319,True,783.0,9.5,331.9526813880126,16.494816956257893,240.5811403508772,1.0,6.0,1.0,0.0
29,350,1655,True,750.0,13.6,238.19902120717785,16.122825561878173,204.97368421052636,1.0,2.0,0.0,1.0
30,355,942,True,683.0,9.6,333.16719242902207,11.636668307334723,266.86622807017545,1.0,5.0,1.0,0.0
31,355,1042,True,1572.0,17.299999999999997,545.7730426164519,4.381301680059042,504.734649122807,1.0,4.0,1.0,0.0
32,356,1258,True,926.0,11.2,398.5532879818594,3.2907663727465635,391.64473684210526,1.0,6.0,1.0,0.0
33,358,1190,True,938.0,12.5,441.9962192816635,3.030465992370846,393.1030701754386,1.0,7.0,1.0,0.0
34,360,812,False,,,,,,,,,
35,360,1167,True,1189.0,10.0,492.0441640378549,18.002232415885963,330.1118421052632,1.0,7.0,1.0,0.0
36,365,1215,True,1803.0,17.1,578.382556987116,5.10448678745333,547.734649122807,1.0,3.0,1.0,0.0
37,366,982,True,1329.0,11.1,464.12698412698415,11.153872280485976,352.4013157894737,1.0,4.0,1.0,0.0
38,366,1409,True,874.0,10.6,316.60477453580904,16.790030190614992,209.59429824561403,1.0,8.0,1.0,0.0
39,367,871,True,544.0,12.1,329.20226843100187,5.712179572616718,316.8399122807017,0.0,,,
40,367,1197,True,934.0,16.6,536.7180910099889,1.8469030225362495,510.92105263157896,1.0,7.0,1.0,0.0
41,367,1224,True,1135.0,15.6,579.6963613550815,1.747199442082111,528.5065789473684,1.0,6.0,1.0,0.0
42,368,1037,True,1944.0,11.3,628.4444444444445,6.425017544508592,480.0328947368421,1.0,4.0,1.0,0.0
43,368,1244,True,1554.0,8.6,574.3675889328064,14.899097820235172,347.5877192982456,1.0,6.0,1.0,0.0
44,369,1267,True,1108.0,9.6,490.4700315457413,8.711907933318267,336.81140350877195,1.0,6.0,1.0,0.0
45,373,1143,True,1909.0,10.3,575.7665782493368,29.353734133479595,363.6820175438597,1.0,7.0,1.0,0.0
46,376,979,True,758.0,18.3,354.84233835252434,1.9905322099294476,372.8333333333333,1.0,5.0,1.0,0.0
47,378,831,False,,,,,,,,,
48,390,699,True,724.0,11.8,306.6507936507937,11.162665210585155,243.46052631578948,1.0,9.0,1.0,0.0
49,392,736,True,556.0,12.1,326.2438563327032,2.230032669879333,305.07236842105266,1.0,9.0,1.0,0.0
50,395,818,True,1080.0,11.1,425.9659863945578,14.367128990569244,311.9934210526316,0.0,,,
51,395,1296,True,634.0,12.1,350.0661625708885,8.944308675054605,298.9956140350877,1.0,6.0,1.0,0.0
52,396,1155,True,1164.0,8.1,542.8735177865613,5.971367253751802,397.76973684210526,1.0,7.0,1.0,0.0
53,397,1029,True,1025.0,13.2,458.6590538336053,3.085729148292594,425.2280701754386,1.0,4.0,1.0,0.0
54,398,1170,True,1503.0,12.4,587.4158790170133,7.985976016691924,447.7171052631579,1.0,7.0,1.0,0.0
55,405,1076,True,981.0,10.6,409.57029177718834,13.859421103344811,311.1381578947368,1.0,7.0,1.0,0.0
56,407,756,True,1013.0,11.6,443.6303854875284,3.2391261433859477,384.4495614035088,1.0,10.0,1.0,0.0
57,408,743,True,1234.0,10.3,590.2917771883289,8.208482499243823,406.2719298245614,1.0,10.0,1.0,0.0
