RNA_Spot_ID,Y,X,in_mask,intensity,spot_width,sum_intensity,snr,background,in_cell,cell_mask_num,in_nuclei,in_cyto
1,251,548,False,,,,,,,,,
2,293,1546,True,218.0,7.35,135.78172588832487,7.25410114964344,125.43201754385964,1.0,2.0,1.0,0.0
3,408,1516,True,336.0,6.699999999999999,158.54362416107384,16.378868327770707,129.62938596491227,0.0,,,
4,452,1030,True,275.0,6.5,146.3221476510067,12.249208278426645,127.5,1.0,5.0,1.0,0.0
5,460,747,True,364.0,8.2,171.5177865612648,15.688324351470484,134.16666666666666,1.0,9.0,1.0,0.0
6,512,796,True,201.0,3.25,154.14285714285714,5.288231123344914,130.4561403508772,1.0,10.0,1.0,0.0
7,544,731,True,288.0,8.2,143.5177865612648,12.593895796663142,129.3640350877193,1.0,9.0,1.0,0.0
8,549,1305,True,223.0,2.05,165.9655172413793,7.056536956266291,131.12280701754386,1.0,11.0,1.0,0.0
9,594,1331,True,252.0,5.4,137.4867256637168,11.381581153935974,124.54824561403508,1.0,13.0,1.0,0.0
10,655,1047,True,230.0,4.2,159.1851851851852,7.79222642251811,129.37938596491227,1.0,18.0,1.0,0.0
11,678,1227,True,278.0,1.6,210.6153846153846,10.767821414449315,132.2017543859649,1.0,15.0,1.0,0.0
12,701,829,True,239.0,5.35,155.53982300884957,7.759608363120141,132.78070175438597,1.0,17.0,1.0,0.0
13,707,768,True,529.0,9.6,181.25552050473183,27.026227487030457,136.03508771929825,1.0,22.0,1.0,0.0
14,725,897,False,,,,,,,,,
15,730,958,True,208.0,9.2,141.57728706624604,5.077094918374599,135.51973684210526,1.0,24.0,1.0,0.0
16,746,1415,True,377.0,7.800000000000001,182.44670050761425,16.966659490185414,133.0811403508772,1.0,21.0,1.0,0.0
17,762,1040,True,459.0,7.6,191.87817258883248,23.49961899921933,136.81359649122808,1.0,23.0,1.0,0.0
18,828,930,True,191.0,3.6,155.9387755102041,3.813018892326903,139.26973684210526,1.0,28.0,1.0,0.0
19,831,1162,True,193.0,7.8,142.7715736040609,4.695825176968769,132.97368421052633,1.0,25.0,1.0,0.0
20,850,1376,True,613.0,8.9,212.51383399209487,30.303977441465896,140.65131578947367,1.0,26.0,1.0,0.0
21,1051,926,True,473.0,7.8,190.36040609137052,24.75018733135381,135.19736842105263,1.0,33.0,1.0,0.0
22,1080,1048,True,366.0,11.9,159.79591836734693,15.359022811330687,137.5109649122807,1.0,33.0,1.0,0.0
23,1095,937,True,775.0,8.0,256.5786802030457,39.62161186636002,138.78728070175438,1.0,33.0,1.0,0.0
24,1267,590,False,,,,,,,,,
25,1367,1723,False,,,,,,,,,
26,1392,1448,False,,,,,,,,,
27,1435,1077,True,204.0,3.05,153.26530612244898,7.070710031928981,127.63815789473684,1.0,46.0,1.0,0.0
28,1466,1731,False,,,,,,,,,
29,1543,717,True,207.0,5.75,133.53097345132744,7.604314662951024,121.84210526315788,1.0,53.0,1.0,0.0
30,1587,1806,True,212.0,13.4,138.03752039151712,6.835540023882462,129.3859649122807,1.0,57.0,1.0,0.0
31,1648,1597,True,275.0,9.9,148.82018927444796,13.845236528073412,122.9407894736842,1.0,58.0,1.0,0.0
32,1668,1730,True,264.0,10.2,143.89655172413794,11.353084285016012,126.11184210526316,1.0,58.0,1.0,0.0
33,1687,1726,True,328.0,10.2,153.55172413793105,16.524807225390283,125.83333333333331,1.0,58.0,1.0,0.0
34,1711,1235,True,246.0,8.3,141.29249011857706,11.377048117340031,124.62061403508773,1.0,60.0,1.0,0.0
35,1718,625,True,201.0,14.4,127.48095909732017,6.081357973306799,123.6951754385965,1.0,61.0,1.0,0.0
36,1743,1558,True,204.0,6.5,139.44295302013424,7.380271516946664,124.08991228070175,1.0,63.0,1.0,0.0
37,1744,1524,True,252.0,11.2,142.12471655328798,9.91988459486958,127.1030701754386,1.0,63.0,1.0,0.0
38,1791,1322,True,563.0,9.4,204.94321766561515,26.71428100860197,132.8640350877193,1.0,64.0,1.0,0.0
39,1895,1641,True,179.0,7.9,143.87817258883248,4.497533636704132,123.95175438596492,1.0,71.0,1.0,0.0
40,1937,1016,False,,,,,,,,,
