RNA_Spot_ID,Y,X,in_mask,intensity,spot_width,sum_intensity,snr,background,in_cell,cell_mask_num,in_nuclei,in_cyto
1,483,1194,True,446.0,11.0,189.4111405835544,5.501329309058033,155.3684210526316,1.0,2.0,1.0,0.0
2,487,1203,True,399.0,8.8,195.85375494071147,3.761926519427241,161.10087719298247,1.0,2.0,1.0,0.0
3,491,1106,True,182.0,8.5,150.04743083003953,3.956905003365886,129.51754385964912,1.0,2.0,1.0,0.0
4,492,780,True,260.0,9.0,155.9683794466403,10.829949681348513,126.93201754385964,1.0,5.0,1.0,0.0
5,495,811,True,518.0,7.1,179.36548223350255,30.28244666892301,128.12061403508773,1.0,5.0,1.0,0.0
6,503,1194,True,707.0,8.7,252.0671936758893,29.75338139638745,145.7017543859649,1.0,2.0,1.0,0.0
7,512,1110,True,235.0,11.3,142.5487528344671,7.991107149293432,130.95394736842104,1.0,2.0,1.0,0.0
8,524,1192,True,566.0,7.7,192.0507614213198,29.760434068746225,133.68640350877192,1.0,2.0,1.0,0.0
9,545,1146,True,370.0,9.3,164.64984227129338,17.445586339096305,134.4078947368421,1.0,2.0,1.0,0.0
10,546,1198,True,220.0,9.2,143.1230283911672,7.17024293216738,130.1030701754386,1.0,2.0,1.0,0.0
11,555,1257,True,900.0,9.7,228.0441640378549,40.47691792072172,139.66447368421052,1.0,6.0,1.0,0.0
12,566,742,True,306.0,7.4,154.43654822335026,3.0903142761176547,139.265350877193,1.0,5.0,1.0,0.0
13,570,1067,True,355.0,8.2,161.14229249011856,15.675206767729966,134.61622807017545,1.0,7.0,1.0,0.0
14,570,1214,True,496.0,8.600000000000001,182.55731225296444,6.861074366268772,151.66008771929825,1.0,6.0,1.0,0.0
15,579,736,True,622.0,7.699999999999999,207.6954314720812,20.70777364310524,131.72368421052633,1.0,5.0,1.0,0.0
16,579,1208,True,447.0,8.600000000000001,182.73517786561263,4.576761120483555,164.55701754385964,1.0,6.0,1.0,0.0
17,590,1212,True,325.0,10.6,161.21750663129973,3.645992975238942,149.79605263157896,1.0,6.0,1.0,0.0
18,598,1067,True,340.0,6.800000000000001,192.28187919463087,12.92170434120409,138.9232456140351,1.0,7.0,1.0,0.0
19,606,817,True,484.0,7.6,194.44162436548223,25.59068193883525,132.67105263157896,1.0,5.0,1.0,0.0
20,613,1420,True,227.0,10.9,136.77453580901857,8.029089298335581,124.98026315789474,0.0,,,
21,614,1102,True,314.0,9.0,158.58498023715416,12.800303614950783,135.87938596491227,1.0,7.0,1.0,0.0
22,622,1366,True,482.0,9.9,202.94321766561515,20.485712585683764,142.38815789473685,1.0,6.0,1.0,0.0
23,626,867,True,212.0,7.6,151.38071065989848,6.019670583748031,133.75877192982455,1.0,5.0,1.0,0.0
24,642,832,True,374.0,8.600000000000001,179.60474308300394,16.351423500324984,137.49122807017545,1.0,5.0,1.0,0.0
25,642,1148,True,326.0,8.4,175.32411067193675,11.415933537121868,140.94078947368422,1.0,6.0,0.0,1.0
26,663,1235,True,326.0,10.3,164.71883289124668,12.45315055043862,140.26315789473685,1.0,6.0,1.0,0.0
27,664,1088,True,309.0,9.4,167.4858044164038,9.703591857355663,143.2609649122807,1.0,7.0,0.0,1.0
28,713,1232,True,820.0,8.1,246.46245059288535,37.9333052105446,141.5219298245614,1.0,6.0,1.0,0.0
29,720,741,True,521.0,9.1,196.86435331230285,25.72815141766448,134.8969298245614,1.0,9.0,1.0,0.0
30,727,1932,False,,,,,,,,,
