RNA_Spot_ID,Y,X,in_mask,intensity,spot_width,sum_intensity,snr,background,in_cell,cell_mask_num,in_nuclei,in_cyto
1,280,1338,True,243.0,9.3,131.29022082018926,10.417332018939527,122.00877192982456,0.0,,,
2,286,1451,True,172.0,8.55,126.68774703557312,4.360278433514599,121.59649122807018,1.0,3.0,1.0,0.0
3,377,1526,True,167.0,3.2,136.59183673469389,4.305981171232282,120.46929824561404,1.0,3.0,1.0,0.0
4,395,803,True,256.0,10.1,136.09018567639257,11.726887328285084,122.28508771929825,0.0,,,
5,489,1630,False,,,,,,,,,
6,493,893,True,255.0,9.0,139.49407114624506,10.523276519923732,124.54824561403508,1.0,8.0,1.0,0.0
7,589,1154,True,325.0,7.5,145.79187817258884,16.14813897250428,125.43859649122808,1.0,12.0,1.0,0.0
8,613,1117,True,212.0,3.25,153.28571428571428,7.2335584409931295,127.11842105263158,1.0,12.0,1.0,0.0
9,671,1320,True,162.0,1.7999999999999998,165.92307692307693,2.799301609828386,126.5592105263158,1.0,20.0,1.0,0.0
10,683,1342,True,187.0,6.4,138.73154362416108,5.029447321224549,124.49561403508773,1.0,20.0,1.0,0.0
11,713,885,True,205.0,9.4,136.18927444794951,6.247709776191034,126.234649122807,1.0,18.0,1.0,0.0
12,768,1484,True,358.0,5.8,173.93805309734512,18.63741277632204,127.38815789473684,1.0,28.0,1.0,0.0
13,778,1128,True,208.0,3.5500000000000003,147.44897959183675,6.126191465350416,130.69956140350877,1.0,23.0,1.0,0.0
14,779,1698,True,255.0,8.2,142.88537549407116,9.826379495524458,129.53728070175438,1.0,24.0,1.0,0.0
15,785,1440,True,184.0,3.45,145.12244897959184,4.8189333015119,127.78947368421052,1.0,28.0,1.0,0.0
16,806,1563,True,274.0,12.5,140.16824196597352,10.647643441099214,133.27631578947367,0.0,,,
17,904,1501,True,216.0,5.45,158.24778761061947,6.429918921964013,135.78728070175438,1.0,33.0,1.0,0.0
18,915,1048,True,233.0,6.1,151.18791946308724,7.89732421596393,135.02631578947367,1.0,32.0,1.0,0.0
19,942,1667,True,238.0,13.4,149.10766721044047,6.842538568544171,141.35087719298247,1.0,37.0,1.0,0.0
20,958,1379,True,339.0,7.899999999999999,153.85279187817258,15.410845958199008,133.34649122807016,1.0,36.0,1.0,0.0
21,1019,1646,True,409.0,7.300000000000001,159.4720812182741,20.864478983157056,133.41666666666666,1.0,37.0,1.0,0.0
22,1027,1158,True,226.0,7.4,146.79187817258884,6.719356231655125,134.359649122807,1.0,47.0,1.0,0.0
23,1041,1158,True,185.0,14.4,138.59097320169252,3.5053195218442843,136.26315789473685,1.0,47.0,1.0,0.0
24,1046,1242,True,254.0,2.75,177.58620689655172,9.123943339543096,130.74122807017545,1.0,47.0,1.0,0.0
25,1051,1213,True,225.0,6.75,154.2281879194631,6.60729022792072,133.46271929824562,1.0,47.0,1.0,0.0
26,1055,1071,True,215.0,8.8,141.52964426877472,6.5593458701342175,129.734649122807,1.0,50.0,1.0,0.0
27,1056,460,True,224.0,6.1,140.5234899328859,8.152024814414311,124.96929824561404,1.0,48.0,1.0,0.0
28,1075,1239,True,209.0,2.85,154.68965517241378,5.729232784888342,132.08333333333334,1.0,47.0,1.0,0.0
