RNA_Spot_ID,Y,X
1,293,8
2,356,1204
3,357,1230
4,360,53
5,375,49
6,378,1412
7,380,1253
8,383,14
9,389,1397
10,395,1305
11,398,1437
12,400,1360
13,405,617
14,405,1394
15,408,1425
16,412,24
17,412,1341
18,413,1305
19,414,1430
20,415,1316
21,416,1187
22,425,1167
23,425,1391
24,426,564
25,427,48
26,428,1248
27,430,1353
28,432,1309
29,434,577
30,435,592
31,435,1380
32,436,1405
33,438,1044
34,439,1309
35,439,1424
36,442,1345
37,442,1358
38,446,23
39,446,612
40,447,1270
41,451,1342
42,456,1246
43,458,1371
44,461,645
45,461,1124
46,461,1422
47,462,998
48,462,1140
49,464,1151
50,464,1209
51,464,1352
52,466,1108
53,467,1066
54,469,1274
55,470,1319
56,471,1392
57,473,1338
58,476,1114
59,476,1197
60,477,1067
61,479,1361
62,480,1091
63,481,1129
64,484,1149
65,486,1113
66,487,975
67,494,1058
68,495,1016
69,495,1391
70,495,1402
71,496,1161
72,496,1383
73,497,1133
74,503,1069
75,503,1308
76,507,1000
77,511,1081
78,514,1036
79,515,936
80,521,1152
81,532,1115
82,533,1078
83,535,1006
84,539,1163
85,541,1024
86,547,1060
87,553,1175
88,556,1161
89,557,1039
90,558,801
91,559,1285
92,561,1000
93,567,1092
94,569,1015
95,569,1040
96,570,978
97,574,1005
98,575,830
99,575,1256
100,576,1096
101,577,1054
102,577,1181
103,578,1267
104,581,953
105,583,990
106,586,856
107,588,920
108,589,1200
109,592,974
110,592,1012
111,598,1281
112,602,868
113,604,839
114,606,1035
115,606,1246
116,607,961
117,610,1002
118,611,1229
119,614,874
120,614,934
121,617,745
122,620,839
123,621,824
124,624,1309
125,626,898
126,626,1209
127,627,863
128,627,1362
129,628,1074
130,630,783
131,630,1345
132,631,1053
133,633,1162
134,634,1232
135,635,1297
136,638,990
137,638,1023
138,641,1032
139,642,1051
140,642,1412
141,644,1175
142,645,1378
143,646,1066
144,646,1288
145,647,926
146,647,1360
147,649,878
148,650,1003
149,650,1196
150,653,834
151,657,847
152,657,1045
153,657,1235
154,658,900
155,659,788
156,659,804
157,659,1029
158,659,1174
159,661,926
160,663,1346
161,663,1366
162,664,1214
163,666,1130
164,669,1184
165,671,1110
166,672,957
167,676,856
168,676,1053
169,679,926
170,679,1390
171,681,1001
172,682,816
173,682,1017
174,682,1092
175,685,873
176,685,989
177,686,967
178,687,1348
179,688,1319
180,689,1039
181,689,1433
182,693,775
183,693,1106
184,698,1070
185,698,1404
186,700,1448
187,702,1124
188,707,865
189,707,1430
190,710,747
191,710,977
192,711,1345
193,712,788
194,713,1492
195,719,1368
196,720,1080
197,720,1437
198,722,1203
199,724,1407
200,726,1103
201,729,1345
202,729,1387
203,730,981
204,733,1402
205,735,1060
206,735,1234
207,738,1307
208,739,1216
209,740,999
210,740,1190
211,741,919
212,741,1294
213,744,1488
214,745,1470
215,746,1019
216,747,768
217,748,877
218,749,1033
219,751,1205
220,753,859
221,758,1133
222,758,1298
223,759,920
224,761,0
225,761,888
226,761,1089
227,764,1164
228,764,1375
229,765,1438
230,767,1061
231,768,1207
232,769,1239
233,770,874
234,773,61
235,772,1315
236,773,1395
237,774,1178
238,774,1461
