RNA_Spot_ID,Y,X
1,7,1590
2,72,701
3,90,638
4,151,814
5,169,846
6,177,668
7,181,648
8,201,632
9,233,0
10,275,775
11,301,345
12,340,381
13,346,767
14,350,473
15,354,443
16,360,1035
17,363,931
18,382,431
19,383,1092
20,388,954
21,392,987
22,396,941
23,407,951
24,410,909
25,415,428
26,418,647
27,425,843
28,442,1015
29,450,962
30,453,993
31,474,1922
32,474,1883
33,481,918
34,491,908
35,499,1855
36,502,674
37,512,736
38,516,1112
39,522,1168
40,523,1104
41,527,289
42,529,1040
43,537,1200
44,541,332
45,552,389
46,568,961
47,573,1153
48,573,1192
49,581,1111
50,585,906
51,586,324
52,586,1189
53,591,800
54,591,1348
55,596,1061
56,598,1087
57,603,1145
58,611,1424
59,616,342
60,625,1040
61,627,333
62,628,1065
63,632,390
64,632,1412
65,641,913
66,648,857
67,649,795
68,665,749
69,669,366
70,672,1101
71,679,1041
72,686,369
73,686,670
74,693,554
75,707,926
76,709,999
77,719,1059
78,722,802
79,745,515
80,746,688
81,747,1425
82,753,470
83,766,1100
84,770,1091
85,772,621
86,785,1079
87,786,1137
88,787,531
89,796,423
90,797,816
91,799,445
92,803,740
93,805,629
94,812,1131
95,815,1067
96,818,1171
97,831,684
98,834,661
99,835,1167
100,837,729
101,845,1073
102,848,791
103,850,647
104,860,1289
105,865,755
106,867,1070
107,869,1139
108,876,825
109,890,530
110,895,581
111,901,1298
112,904,287
113,906,820
114,906,1177
115,921,644
116,925,600
117,927,846
118,947,650
119,952,1059
120,954,307
121,958,602
122,967,1259
123,972,546
124,973,624
125,984,1498
126,986,412
127,987,1239
128,989,590
129,1014,377
130,1016,417
131,1028,1576
132,1030,241
133,1034,699
134,1041,1476
135,1043,884
136,1045,1307
137,1056,603
138,1057,1469
139,1061,734
140,1063,1704
141,1078,514
142,1081,712
143,1083,809
144,1083,1480
145,1089,1427
146,1089,1442
147,1094,1369
148,1096,580
149,1096,1240
150,1097,1277
151,1099,1028
152,1101,1711
153,1102,1335
154,1103,1318
155,1116,1533
156,1118,1246
157,1120,1217
158,1130,533
159,1143,1517
160,1146,520
161,1155,1757
162,1159,1298
163,1169,979
164,1176,1864
165,1182,1172
166,1186,1011
167,1191,1172
168,1199,1808
169,1200,1043
170,1204,1601
171,1206,881
172,1207,1844
173,1217,1057
174,1223,947
175,1229,827
176,1231,1770
177,1249,1839
178,1250,1325
179,1251,1728
180,1257,1046
181,1261,1359
182,1275,897
183,1278,1783
184,1279,1018
185,1287,1357
186,1291,1148
187,1294,1064
188,1298,1763
189,1300,1659
190,1306,1488
191,1312,943
192,1341,1014
193,1346,1127
194,1351,1383
195,1374,929
196,1396,1010
197,1399,1700
198,1409,1600
199,1424,995
200,1432,1065
201,1443,1478
202,1450,1445
203,1449,1691
204,1453,1279
205,1456,1324
206,1465,1143
207,1473,1034
208,1480,1381
209,1550,1330
210,1553,1190
211,1562,1188
212,1562,1205
213,1567,1221
214,1588,1205
215,1602,1211
216,1614,1441
217,1617,1248
218,1622,1266
219,1629,1159
220,1628,1408
221,1637,1280
222,1639,1192
223,1645,1073
224,1655,1527
225,1701,1279
226,1702,1466
227,1734,1476
228,1757,1501
229,1767,1154
230,1798,1210
231,1822,1221
