RNA_Spot_ID,Y,X,in_mask,intensity,spot_width,sum_intensity,snr,background,in_cell,cell_mask_num,in_nuclei,in_cyto
1,186,1271,True,595.0,8.6,46859.0,32.17874745260164,126.31798245614036,1.0,1.0,1.0,0.0
2,206,1275,True,499.0,7.7,37591.0,24.55358616353315,125.08991228070175,1.0,1.0,1.0,0.0
3,234,1337,True,382.0,7.8,33962.0,22.09940245215825,121.32456140350877,1.0,1.0,1.0,0.0
4,240,1252,True,1113.0,7.9,56277.0,57.95937964729339,130.84868421052633,1.0,1.0,1.0,0.0
5,269,1309,True,521.0,8.4,46506.0,28.810073501020227,125.4451754385965,1.0,1.0,1.0,0.0
6,273,1190,True,238.0,8.4,36606.0,8.895475354488116,122.02412280701756,1.0,2.0,1.0,0.0
7,273,1221,True,451.0,7.800000000000001,34120.0,26.225376853332435,124.1798245614035,1.0,1.0,1.0,0.0
8,283,854,False,,,,,,,,,
9,323,1295,True,273.0,7.0,21437.0,13.417662007808303,121.85087719298244,1.0,1.0,1.0,0.0
10,356,1015,True,497.0,10.8,66121.0,19.690272912928044,141.25877192982455,1.0,5.0,1.0,0.0
11,359,877,False,,,,,,,,,
12,363,1329,True,545.0,6.9,28746.0,34.03628536717067,126.57456140350877,1.0,3.0,1.0,0.0
13,377,776,True,689.0,7.1,41176.0,44.7897123946556,124.8311403508772,1.0,4.0,1.0,0.0
14,377,1167,True,241.0,8.2,34409.0,10.31872884469886,124.2609649122807,1.0,2.0,1.0,0.0
15,379,955,True,930.0,7.399999999999999,53225.0,45.60688541127579,145.14473684210526,0.0,,,
16,380,1016,True,428.0,12.2,100276.0,6.196618202253519,161.14912280701753,1.0,5.0,1.0,0.0
17,381,729,True,452.0,8.2,43788.0,24.288286403358043,125.70394736842104,1.0,4.0,1.0,0.0
18,387,1363,True,333.0,7.4,28756.0,16.853128347352136,123.390350877193,1.0,3.0,1.0,0.0
19,400,1289,True,431.0,8.9,42734.0,25.039298921465925,126.88157894736842,0.0,,,
20,403,694,True,1826.0,7.699999999999999,82789.0,77.33670899619906,139.02850877192984,1.0,4.0,1.0,0.0
21,404,1016,True,586.0,8.6,53784.0,21.69820815565345,146.9078947368421,1.0,6.0,1.0,0.0
22,406,1045,True,629.0,6.800000000000001,30766.0,38.429020907964535,131.02412280701753,1.0,5.0,1.0,0.0
23,406,1120,True,487.0,8.8,43793.0,26.666022322009773,127.00438596491227,1.0,5.0,1.0,0.0
24,409,668,True,311.0,7.8,27277.0,15.900001861707963,122.14254385964912,1.0,4.0,1.0,0.0
25,410,1000,True,183.0,7.85,32668.0,1.665871906521988,143.48684210526315,1.0,6.0,1.0,0.0
26,415,801,True,491.0,9.3,53028.0,26.095202891074106,132.03728070175438,1.0,4.0,0.0,1.0
27,415,984,True,221.0,5.65,17958.0,4.852623347973813,137.33333333333334,1.0,6.0,1.0,0.0
