RNA_Spot_ID,Y,X,in_mask,intensity,spot_width,sum_intensity,snr,background,in_cell,cell_mask_num,in_nuclei,in_cyto
1,138,1178,False,,,,,,,,,
2,144,1306,False,,,,,,,,,
3,168,1187,False,,,,,,,,,
4,176,1221,False,,,,,,,,,
5,177,1198,False,,,,,,,,,
6,189,1257,False,,,,,,,,,
7,193,1156,False,,,,,,,,,
8,211,1580,True,183.0,6.9,20698.0,5.666570359029931,118.65131578947368,1.0,2.0,1.0,0.0
9,250,1083,False,,,,,,,,,
10,280,1099,False,,,,,,,,,
11,297,1089,False,,,,,,,,,
12,301,1030,False,,,,,,,,,
13,310,1062,False,,,,,,,,,
14,327,1003,False,,,,,,,,,
15,419,1683,True,188.0,7.7,26411.0,5.831738954557379,122.5219298245614,1.0,4.0,1.0,0.0
16,448,700,False,,,,,,,,,
17,504,1140,True,288.0,9.2,46242.0,14.346285797139636,125.0657894736842,1.0,7.0,1.0,0.0
18,574,248,False,,,,,,,,,
19,652,1318,True,246.0,7.550000000000001,26177.0,10.000875434436017,127.40350877192982,1.0,17.0,1.0,0.0
20,687,1061,True,169.0,4.6000000000000005,11043.0,3.604062533192249,124.04605263157896,1.0,14.0,1.0,0.0
21,694,299,True,157.0,5.9,13818.0,4.122481678645707,115.57894736842104,1.0,16.0,1.0,0.0
22,712,985,True,216.0,9.0,36972.0,7.378046040503396,125.87280701754386,1.0,14.0,1.0,0.0
23,738,424,True,200.0,3.6,6988.0,7.165233782481963,120.2280701754386,1.0,16.0,1.0,0.0
24,738,1981,False,,,,,,,,,
25,834,924,True,275.0,3.5,7637.0,11.25867924086486,130.62938596491227,0.0,,,
26,879,1268,True,209.0,6.25,21286.0,6.215990357721026,131.2982456140351,1.0,24.0,0.0,1.0
27,921,1378,False,,,,,,,,,
28,936,725,True,224.0,3.55,7780.0,7.290142481024533,130.19078947368422,1.0,23.0,1.0,0.0
29,978,907,False,,,,,,,,,
30,1027,570,True,276.0,11.1,72169.0,7.166424578486443,140.6688596491228,1.0,27.0,1.0,0.0
31,1028,566,True,279.0,13.5,95564.0,6.7077452548456336,140.5811403508772,1.0,27.0,1.0,0.0
32,1034,1375,True,167.0,2.8,4631.0,2.878847624346726,129.43201754385964,1.0,28.0,1.0,0.0
33,1035,602,True,192.0,13.4,83660.0,4.203129720256056,132.71929824561403,1.0,27.0,1.0,0.0
34,1074,1408,True,173.0,7.1,27036.0,3.615880772619485,127.67543859649123,1.0,28.0,1.0,0.0
35,1090,615,True,813.0,7.1,45900.0,54.05779177579987,129.2719298245614,1.0,27.0,1.0,0.0
36,1188,979,True,207.0,7.2,25747.0,7.185898910787781,122.06798245614036,1.0,31.0,0.0,1.0
37,1206,1024,True,170.0,3.05,6755.0,3.912634410108144,123.62280701754386,1.0,31.0,1.0,0.0
38,1209,562,True,161.0,5.1,14816.0,3.857384314227666,118.45394736842104,1.0,30.0,1.0,0.0
39,1423,1185,True,208.0,1.8,2046.0,7.022728023901066,125.125,1.0,33.0,1.0,0.0
40,1508,1309,False,,,,,,,,,
41,1517,1305,False,,,,,,,,,
42,1532,1287,False,,,,,,,,,
43,1536,1218,False,,,,,,,,,
44,1566,1252,False,,,,,,,,,
45,1599,1287,False,,,,,,,,,
46,1612,1182,False,,,,,,,,,
47,1813,209,False,,,,,,,,,
48,1918,1542,False,,,,,,,,,
