RNA_Spot_ID,Y,X
1,370,1039
2,372,1005
3,377,1149
4,383,1051
5,396,914
6,398,810
7,401,1169
8,404,987
9,413,899
10,414,1203
11,415,869
12,423,917
13,426,827
14,426,1066
15,430,993
16,430,1082
17,437,862
18,438,1180
19,450,885
20,450,1052
21,452,1247
22,458,1267
23,461,1007
24,462,961
25,471,1064
26,476,1350
27,479,944
28,484,1279
29,485,809
30,487,1161
31,489,1067
32,493,1121
33,494,793
34,495,1055
35,498,1307
36,500,1167
37,505,919
38,509,997
39,510,972
40,515,823
41,521,1154
42,528,862
43,530,944
44,532,1217
45,533,1246
46,538,1272
47,538,1406
48,540,1367
49,545,932
50,547,834
51,547,1046
52,547,1203
53,548,1072
54,550,1236
55,550,1324
56,553,856
57,554,1161
58,558,895
59,558,1084
60,560,841
61,560,931
62,560,1357
63,562,1188
64,563,1108
65,565,1410
66,571,1358
67,572,856
68,572,1125
69,578,1377
70,579,878
71,579,1334
72,580,913
73,580,950
74,581,1307
75,581,1401
76,583,837
77,582,1040
78,584,1147
79,587,1240
80,588,1001
81,589,1182
82,590,877
83,590,1347
84,590,1443
85,591,862
86,592,969
87,595,1309
88,596,932
89,598,1165
90,598,1175
91,598,1205
92,603,743
93,605,1241
94,607,892
95,608,1402
96,609,1212
97,611,753
98,613,883
99,613,1194
100,617,1218
101,619,685
102,619,1061
103,620,981
104,622,1235
105,623,1182
106,624,916
107,624,1113
108,629,837
109,630,1249
110,633,873
111,637,1392
112,639,1264
113,640,1370
114,642,1193
115,643,1216
116,643,1307
117,644,944
118,645,761
119,645,976
120,645,1074
121,649,1358
122,651,1226
123,653,1140
124,653,1252
125,653,1271
126,654,1182
127,660,1242
128,663,1167
129,664,1225
130,666,983
131,666,1189
132,668,1271
133,669,646
134,669,748
135,671,1334
136,673,1214
137,674,839
138,676,737
139,678,903
140,682,857
141,682,1328
142,683,891
143,684,676
144,684,970
145,685,705
146,688,1455
147,689,920
148,692,1104
149,693,775
150,693,1119
151,694,638
152,694,1156
153,694,1186
154,695,1283
155,702,842
156,702,1379
157,703,745
158,704,783
159,704,1201
160,705,1071
161,708,852
162,709,1252
163,709,1303
164,711,1238
165,712,1079
166,718,1278
167,721,819
168,721,1259
169,722,1062
170,726,747
171,727,1114
172,727,1281
173,734,995
174,734,1226
175,736,1071
176,737,870
177,737,1247
178,743,1322
179,746,885
180,747,699
181,750,1054
182,750,1208
183,751,777
184,752,651
185,752,847
186,754,1081
187,757,1190
188,757,1365
189,764,1133
190,764,1255
191,767,874
192,770,720
193,770,1107
194,770,1232
195,773,1058
196,774,1090
197,779,1329
198,783,1121
199,784,695
200,786,835
201,788,669
202,791,728
203,792,985
204,793,853
205,795,1005
206,802,712
207,806,664
208,806,815
209,809,866
210,813,745
211,815,1197
212,818,1445
213,820,1376
214,821,723
215,821,1107
216,823,1295
217,824,886
218,827,790
219,830,1132
220,833,692
221,833,1191
222,835,965
223,837,813
224,840,747
225,842,663
226,844,896
227,844,1109
228,845,856
229,846,980
230,847,809
231,848,1187
232,850,1060
233,855,676
234,856,780
235,856,839
236,858,1169
237,861,1116
238,861,1146
239,864,1126
240,866,1242
241,866,1334
242,867,926
243,867,1224
244,869,884
245,869,1102
246,869,1420
247,870,900
248,875,1286
249,876,858
250,877,1265
251,879,999
252,880,929
253,883,970
254,884,1488
255,885,818
256,885,1110
257,886,766
258,887,1184
259,888,808
260,893,1493
261,894,839
262,895,1149
263,896,723
264,896,1244
265,897,867
266,898,976
267,900,919
268,903,1114
269,903,1199
270,903,1328
271,904,739
272,906,1412
273,908,1008
274,909,1164
275,910,861
276,910,1377
277,911,758
278,911,872
279,913,783
280,913,956
281,913,1232
282,914,1432
283,915,1182
284,919,1503
285,920,850
286,921,975
287,920,1255
288,921,904
289,921,1389
290,923,923
291,927,1477
292,928,1230
293,930,746
294,933,1320
295,935,992
296,934,1308
297,935,943
298,937,735
299,937,1279
300,938,1232
301,941,820
302,941,922
303,942,1537
304,943,810
305,943,1193
306,947,907
307,947,1372
308,948,1025
309,949,1313
310,950,1247
311,950,1477
312,952,772
313,953,945
314,952,1227
315,952,1529
316,954,1051
317,959,976
318,961,1024
319,959,1203
320,962,806
321,962,1298
322,962,1454
323,962,1560
324,965,941
325,966,1490
326,967,777
327,970,1473
328,973,1505
329,976,1032
330,976,1313
331,978,1161
332,980,1280
333,981,1226
334,982,1202
335,982,1357
336,985,1515
337,987,1387
338,990,768
339,995,803
340,996,1264
341,997,1187
342,998,836
343,1002,1148
344,1001,1303
345,1002,780
346,1003,1167
347,1005,816
348,1008,1351
349,1012,1381
350,1016,1176
351,1020,1260
352,1022,986
353,1022,1164
