RNA_Spot_ID,Y,X
1784,1652,1493
1785,1654,1125
1786,1656,1424
1787,1656,1536
1788,1658,1150
1789,1660,1084
1790,1661,1515
1791,1661,1273
1792,1662,1180
1793,1663,1480
1794,1665,1320
1795,1666,1394
1796,1668,1140
1797,1668,1304
1798,1668,1464
1799,1672,1407
1800,1674,1163
1801,1674,1190
1802,1675,1437
1803,1675,1495
1804,1678,1285
1805,1679,1176
1806,1680,1376
1807,1680,1547
1808,1682,1157
1809,1684,1066
1810,1686,1356
1811,1687,1439
1812,1693,1117
1813,1694,1243
1814,1694,1466
1815,1694,1542
1816,1696,1482
1817,1697,1347
1818,1698,1290
1819,1699,1192
1820,1702,1160
1821,1707,1409
1822,1708,1045
1823,1711,1379
1824,1711,1465
1825,1712,1419
1826,1712,1447
1827,1713,1260
1828,1718,1409
1829,1720,1502
1830,1722,1096
1831,1721,1489
1832,1722,1076
1833,1723,1240
1834,1723,1428
1835,1724,1385
1836,1726,1164
1837,1727,1202
1838,1727,1447
1839,1728,1181
1840,1731,1257
1841,1731,1277
1842,1733,1240
1843,1735,1215
1844,1737,1531
1845,1739,1400
1846,1739,1463
1847,1742,1434
1848,1748,1263
1849,1749,1199
1850,1751,1341
1851,1751,1419
1852,1753,1294
