RNA_Spot_ID,Y,X
1,0,56
2,0,1330
3,0,1723
4,0,1873
5,11,1354
6,11,1396
7,12,1839
8,14,1428
9,21,66
10,25,1661
11,25,1777
12,26,1821
13,33,83
14,33,35
15,33,1505
16,38,1417
17,40,1704
18,40,1747
19,41,1647
20,42,1829
21,42,1866
22,46,1693
23,47,1351
24,48,1680
25,49,1903
26,60,1438
27,61,1858
28,63,77
29,64,1163
30,64,1936
31,68,1277
32,72,1533
33,74,1642
34,74,1788
35,74,1888
36,76,32
37,76,1184
38,79,1351
39,79,1802
40,80,1855
41,81,1410
42,81,1819
43,82,1935
44,85,1338
45,88,0
46,92,29
47,94,1737
48,95,1754
49,96,1191
50,96,1641
51,97,94
52,97,1950
53,99,1857
54,101,58
55,102,1252
56,102,21
57,102,1812
58,103,1732
59,107,29
60,108,1968
61,111,1545
62,111,1836
63,113,1476
64,113,1754
65,118,75
66,121,1368
67,122,1739
68,124,35
69,124,1509
70,125,1807
71,130,1758
72,131,1693
73,133,1633
74,133,1818
75,134,1946
76,135,1331
77,136,10
78,136,1363
79,136,1472
80,136,2031
81,140,1508
82,143,1386
83,144,1611
84,145,1173
85,145,1682
86,145,1710
87,146,1830
88,148,19
89,147,1858
90,149,1954
91,152,1276
92,152,1524
93,153,1360
94,154,1817
95,156,1670
96,157,1339
97,159,24
98,159,2012
99,164,1814
100,164,1861
101,165,1377
102,165,1490
103,167,1394
104,167,1989
105,169,1733
106,171,1329
107,174,1627
108,175,1505
109,175,1904
110,176,1944
111,178,1475
112,183,1712
113,184,1884
114,185,1958
115,186,1196
116,186,1615
117,187,1215
118,189,1132
119,189,1147
120,190,1382
121,194,1471
122,195,1178
123,197,1364
124,197,1445
125,197,1687
126,199,1200
127,203,1647
128,203,1879
129,204,1409
130,206,873
131,206,1959
132,207,1257
133,208,1363
134,208,1894
135,209,1624
136,209,1856
137,210,1107
138,211,1444
139,212,1507
140,212,1550
141,214,1197
142,215,943
143,215,1641
144,216,1473
145,218,1133
146,218,1662
147,218,1868
148,221,1681
149,223,1272
150,223,1306
151,224,1623
152,225,1251
153,225,1512
154,226,1174
155,226,1201
156,226,1497
157,227,990
158,227,1291
159,235,1694
160,236,1317
161,236,1532
162,237,1261
163,237,1396
164,239,1674
165,241,1476
166,242,1116
167,242,1299
168,245,1275
169,245,1524
170,246,1509
171,248,1489
172,249,1464
173,251,1410
174,252,1223
175,254,1684
176,261,1342
177,261,1524
178,262,1476
179,264,1822
180,266,1144
181,266,1373
182,267,1317
183,273,1109
184,273,1187
185,277,1137
186,277,1341
187,282,1086
188,282,1116
189,283,1327
190,284,985
191,284,1291
192,287,1322
193,289,1238
194,291,1183
195,295,1205
196,295,1358
197,295,1448
198,296,1217
199,297,1129
200,299,1087
201,301,1411
202,302,942
203,303,1331
204,305,1268
205,307,1393
206,308,1015
207,308,1256
208,308,1526
209,311,1181
210,314,1103
211,317,1341
212,317,1370
213,317,1459
214,318,1386
215,321,1081
216,322,1277
217,326,1577
218,327,1100
219,330,1380
220,333,1090
221,340,1149
222,340,1174
223,340,1468
224,343,1319
225,344,1490
226,350,1427
227,351,1333
