RNA_Spot_ID,Y,X
1,138,1178
2,168,1187
3,176,1220
4,189,1257
5,193,1156
6,249,1083
7,297,1089
8,301,1030
9,309,1061
10,327,1003
11,504,1140
12,711,985
13,738,1980
14,978,907
15,1027,570
16,1090,615
17,1508,1308
18,1516,1305
19,1535,1217
20,1565,1252
21,1598,1287
