Cell_ID,Keep,counts,count_nuclei,count_cyto,pol_ind,disp_ind,per_dist_ind,coloc_HOXC8_HOXA10
1,True,23.0,23,0.0,0.2590896354211768,0.7074422011352238,0.8005735544315968,1.0
2,True,33.0,31,2.0,0.1140323455058708,0.9077512794047404,0.9353034389177488,1.0
3,True,16.0,16,0.0,0.3221369756341903,0.8677071758838356,1.0557779095972262,1.0
4,True,25.0,22,3.0,0.0869181182892598,0.8478517906903139,0.8531129509812817,1.0
5,True,18.0,18,0.0,0.4822547069962,0.5526473462541602,0.8048911061918793,1.0
6,True,28.0,28,0.0,0.2429213098042055,0.6618796621554055,0.7408966624066401,1.0
7,True,32.0,31,1.0,0.1100782005825104,0.8506882856492988,0.8623939565708029,1.0
8,False,0.0,0,0.0,,,,
9,True,66.0,61,5.0,0.0588528071562823,0.97566860065629,0.9831358591534668,1.0
10,True,24.0,24,0.0,0.1081533031297953,0.8909048252798054,0.907783613534213,1.0
11,True,45.0,44,1.0,0.1860750058295652,0.7406487601646261,0.7922999278582402,1.0
12,False,0.0,0,0.0,,,,
13,True,8.0,7,1.0,0.4565140642133054,0.4047468560972844,0.6689682758636764,1.0
14,False,0.0,0,0.0,,,,
15,True,45.0,43,2.0,0.3324792958090176,0.762184554170831,0.9552652244930016,1.0
16,True,33.0,32,1.0,0.3720111269952281,0.7043170508099417,0.8764281395254405,1.0
17,True,46.0,44,2.0,0.1011961174106766,0.8523582309860342,0.8739736991782401,1.0
18,True,27.0,27,0.0,0.2525540732198352,0.7173972535281233,0.8206282485277996,1.0
19,True,2.0,2,0.0,0.3491523990525279,0.6052575849589219,0.7481518158567669,1.0
20,True,6.0,6,0.0,0.3041950451166743,0.5977108334388856,0.7619429932225964,1.0
21,True,26.0,25,1.0,0.1298862111615674,0.8718821253700171,0.914960167863642,1.0
22,True,6.0,6,0.0,0.4151412397500117,0.408527389399289,0.6839412665311525,1.0
23,True,43.0,40,3.0,0.1423498934576214,0.9268992736299732,0.9652548174173206,1.0
24,True,42.0,41,1.0,0.1537064827419096,0.8041120201433724,0.8417521484494543,1.0
25,True,46.0,46,0.0,0.1076312272977675,0.7930219412709936,0.8082561048477895,1.0
26,True,15.0,15,0.0,0.0579672375945946,0.8339586961137625,0.8447622749277856,1.0
27,True,1.0,1,0.0,1.6156324844717755,0.0,2.5415864150692893,0.0
28,True,13.0,13,0.0,0.3008368515188072,0.9445237488491892,1.127612209565054,1.0
29,True,12.0,12,0.0,0.3290018041576168,1.3315888319521996,1.6427780469503614,1.0
30,True,28.0,28,0.0,0.0860368798402956,0.6696990189307611,0.6756768103388061,1.0
31,True,27.0,27,0.0,0.1536084919777509,0.7871146022421848,0.8136242646829639,1.0
32,False,0.0,0,0.0,,,,
33,True,10.0,10,0.0,0.2263529136172117,0.7056900430999032,0.7674062410984772,1.0
34,True,22.0,22,0.0,0.124254353017854,0.5726615264667013,0.5982860269451205,1.0
35,True,7.0,6,1.0,0.2272988593656011,1.1873859884412188,1.3264365684643855,1.0
36,True,17.0,15,2.0,0.2231755950621736,0.5755231946893518,0.6842497075465843,1.0
37,True,32.0,32,0.0,0.1282930216951867,0.8231044963529884,0.8496545080346842,1.0
38,True,27.0,27,0.0,0.0875596154856558,0.7573885989890505,0.77003040973293,1.0
39,True,41.0,38,3.0,0.1697245362866948,0.8174894321629547,0.8664598281076742,1.0
40,True,31.0,30,1.0,0.0916237579040213,0.8703774834722863,0.8864257782601994,1.0
41,True,17.0,17,0.0,0.1308990031618702,0.5887490964875972,0.6136167418174211,1.0
42,True,17.0,15,2.0,0.2047350990908852,0.9817491490219878,1.0612438786077436,1.0
43,True,15.0,14,1.0,0.2813039451332391,0.6396545095757272,0.7514833909194732,1.0
44,True,51.0,51,0.0,0.1386752409777317,0.7230078251890758,0.7544609931380308,1.0
45,True,21.0,21,0.0,0.3383347993881297,0.5016085774673462,0.6546604495866972,1.0
46,True,13.0,13,0.0,0.4126955761765535,0.4619678252491329,0.7091662945531966,0.0
47,True,7.0,6,1.0,0.3971208073178121,0.8526693565920105,1.046781386435499,1.0
48,True,25.0,22,3.0,0.0556752396877667,0.7596895261038367,0.7596895261038367,1.0
49,True,24.0,24,0.0,0.0460111836513182,0.6738790199719369,0.6805069358905527,1.0
50,False,0.0,0,0.0,,,,
51,True,36.0,34,2.0,0.1087812263745982,0.7088540455434137,0.7380728550483524,1.0
52,True,13.0,12,1.0,0.1704896234541411,0.9665179994619648,1.0270155195428756,0.0
53,True,38.0,37,1.0,0.3305724510862492,0.6020645348240854,0.7513369228277808,1.0
54,True,57.0,56,1.0,0.1362289768297635,0.8113567369452971,0.8416619700743232,1.0
