RNA_Spot_ID,Y,X,in_mask,intensity,spot_width,sum_intensity,snr,background,in_cell,cell_mask_num,in_nuclei,in_cyto
1,44,1389,False,,,,,,,,,
2,332,1068,True,455.0,11.4,101423.0,10.73768756749587,188.29605263157896,1.0,1.0,1.0,0.0
3,358,1082,True,1095.0,13.8,211982.0,14.876202622228297,252.3048245614035,1.0,1.0,1.0,0.0
4,362,1035,True,1161.0,12.0,201958.0,6.304294621408005,331.0833333333333,1.0,1.0,1.0,0.0
5,364,949,True,713.0,12.0,122875.0,15.714914970589753,194.1732456140351,1.0,1.0,1.0,0.0
6,376,1036,True,1019.0,12.6,227814.0,4.416373982474241,350.10087719298247,1.0,1.0,1.0,0.0
7,378,1062,True,1112.0,12.9,196785.0,13.423536111288556,270.26973684210526,1.0,1.0,1.0,0.0
8,397,912,True,702.0,12.7,143281.0,12.475569241938802,200.17105263157896,1.0,1.0,1.0,0.0
9,406,1004,True,736.0,13.8,160736.0,12.943425431843416,220.05263157894737,1.0,1.0,1.0,0.0
10,409,1080,True,1194.0,14.4,243858.0,13.781934839934369,265.7368421052632,1.0,1.0,1.0,0.0
11,422,1024,True,917.0,13.6,208622.0,10.889487265090647,264.1293859649123,1.0,1.0,1.0,0.0
12,438,1127,True,638.0,17.0,247803.0,7.107063963666494,245.49561403508773,1.0,2.0,1.0,0.0
13,438,1174,True,703.0,11.4,116925.0,9.645404704522958,185.8201754385965,1.0,2.0,1.0,0.0
14,454,240,True,623.0,13.6,147996.0,11.066774344168856,194.62938596491227,1.0,3.0,1.0,0.0
15,460,1157,True,922.0,13.3,225009.0,5.303389450991543,294.2061403508772,1.0,2.0,1.0,0.0
16,464,1169,True,683.0,21.0,451735.0,1.612969397089094,371.1293859649123,1.0,2.0,1.0,0.0
17,469,1124,True,692.0,9.25,107376.0,3.2674082616857776,296.4144736842105,1.0,2.0,1.0,0.0
18,470,1080,True,1664.0,14.7,429197.0,4.399262508230368,500.87719298245617,1.0,2.0,1.0,0.0
19,471,990,True,1069.0,11.5,150422.0,19.84487710836052,229.00438596491227,1.0,1.0,1.0,0.0
20,471,1063,True,1893.0,15.7,496982.0,5.69177301205175,507.0964912280702,1.0,1.0,1.0,0.0
21,474,1180,True,1019.0,11.9,159240.0,6.86860206195075,288.95175438596493,1.0,2.0,1.0,0.0
22,476,1076,True,1538.0,19.0,664543.0,2.960548441444569,596.1951754385965,1.0,2.0,1.0,0.0
23,489,1118,True,1556.0,19.700000000000003,733869.0,4.304054236627872,616.296052631579,1.0,2.0,1.0,0.0
24,490,1104,True,1480.0,14.6,463593.0,4.601974586307417,547.6776315789474,1.0,2.0,1.0,0.0
25,492,832,True,942.0,10.8,136797.0,7.883154438644366,242.08991228070172,1.0,5.0,1.0,0.0
26,492,1198,True,1501.0,15.8,363907.0,10.10887214814928,372.97587719298247,1.0,2.0,1.0,0.0
27,494,1121,True,1263.0,15.5,488511.0,3.29772147778546,534.7894736842105,1.0,2.0,1.0,0.0
28,499,990,True,896.0,11.8,133388.0,16.67394675835768,213.0811403508772,1.0,1.0,1.0,0.0
29,505,1154,True,936.0,9.0,135479.0,3.094696053125404,380.11622807017545,1.0,2.0,1.0,0.0
